year,1,2,3,4,5,6,7,8,9,10,11,12,source
1980,0.097407,0.16248,0.245444,0.345659,0.462034,0.593696,0.73905,0.895892,1.062175,1.236434,1.417168,1.60221,Acoustic N Chile
1981,0.097407,0.162507,0.245568,0.345879,0.462324,0.593497,0.738338,0.895158,1.061729,1.236036,1.416681,1.602258,Acoustic N Chile
1982,0.097407,0.162514,0.245604,0.346014,0.462556,0.593802,0.738155,0.894463,1.061014,1.23561,1.416304,1.601791,Acoustic N Chile
1983,0.097407,0.162514,0.245611,0.34605,0.462691,0.594034,0.73846,0.89428,1.060319,1.234894,1.415877,1.601414,Acoustic N Chile
1984,0.097407,0.162511,0.245607,0.346052,0.462722,0.594163,0.738685,0.894578,1.060128,1.234191,1.415154,1.600978,Acoustic N Chile
1985,0.097407,0.162508,0.2456,0.346043,0.462718,0.594187,0.738807,0.894795,1.060417,1.233992,1.414441,1.600245,Acoustic N Chile
1986,0.097407,0.162505,0.245593,0.346031,0.462703,0.594176,0.738823,0.894909,1.060626,1.234272,1.414232,1.599523,Acoustic N Chile
1987,0.097407,0.162502,0.245586,0.346019,0.462686,0.594156,0.738807,0.894919,1.060733,1.234473,1.414505,1.599307,Acoustic N Chile
1988,0.097407,0.162501,0.245582,0.346011,0.462673,0.594137,0.738785,0.894901,1.060741,1.234578,1.414704,1.599577,Acoustic N Chile
1989,0.097407,0.162502,0.245582,0.346008,0.462666,0.594125,0.738768,0.89488,1.060724,1.234588,1.414811,1.599778,Acoustic N Chile
1990,0.097407,0.162502,0.245583,0.346009,0.462664,0.594119,0.738756,0.894863,1.060704,1.234572,1.414821,1.599886,Acoustic N Chile
1991,0.097407,0.162504,0.245586,0.346013,0.462668,0.594121,0.738755,0.894857,1.060693,1.234558,1.414812,1.599902,Acoustic N Chile
1992,0.097407,0.162508,0.245594,0.346023,0.46268,0.594134,0.738766,0.894866,1.060698,1.234558,1.414809,1.599905,Acoustic N Chile
1993,0.097407,0.162503,0.245592,0.346023,0.462681,0.594136,0.738768,0.894865,1.060694,1.234549,1.414795,1.599888,Acoustic N Chile
1994,0.097407,0.162489,0.245568,0.34599800000000003,0.462654,0.594107,0.738737,0.894832,1.060656,1.234506,1.414746,1.599832,Acoustic N Chile
1995,0.097407,0.162481,0.245543,0.345962,0.462615,0.594064,0.73869,0.894782,1.060602,1.234447,1.41468,1.59976,Acoustic N Chile
1996,0.097407,0.162535,0.245604,0.34602,0.462675,0.594134,0.738767,0.894864,1.060689,1.234537,1.41477,1.599848,Acoustic N Chile
1997,0.097406,0.162558,0.245688,0.346117,0.462776,0.594242,0.738889,0.894998,1.060832,1.234687,1.414926,1.600005,Acoustic N Chile
1998,0.097407,0.16245,0.245574,0.346035,0.46268,0.594125,0.738758,0.894862,1.060691,1.234542,1.414778,1.599854,Acoustic N Chile
1999,0.097407,0.162506,0.245535,0.346006,0.462697,0.59414,0.738763,0.894862,1.060695,1.234548,1.414785,1.599862,Acoustic N Chile
2000,0.097406,0.162456,0.245528,0.345891,0.462579,0.594057,0.738669,0.894748,1.060569,1.234419,1.414653,1.599728,Acoustic N Chile
2001,0.097411,0.162229,0.245189,0.345535,0.462058,0.593481,0.738082,0.894111,1.059879,1.233689,1.413898,1.598954,Acoustic N Chile
2002,0.097414,0.162875,0.245781,0.346185,0.462851,0.594256,0.738932,0.895062,1.060875,1.234712,1.414944,1.600022,Acoustic N Chile
2003,0.097378,0.164661,0.248703,0.349527,0.466696,0.598649,0.743668,0.900187,1.066368,1.240469,1.420902,1.606136,Acoustic N Chile
2004,0.097393,0.160685,0.245461,0.346372,0.462979,0.594539,0.739308,0.895476,1.061458,1.235441,1.415753,1.600895,Acoustic N Chile
2005,0.097405,0.15765,0.237592,0.338424,0.454357,0.584662,0.728421,0.883803,1.048977,1.222385,1.40228,1.587073,Acoustic N Chile
2006,0.097406,0.15415,0.230075,0.325137,0.440116,0.568949,0.710741,0.864494,1.028357,1.200525,1.3795,1.563615,Acoustic N Chile
2007,0.097409,0.153736,0.226044,0.316979,0.426084,0.553868,0.694105,0.845818,1.00799,1.178795,1.356489,1.539653,Acoustic N Chile
2008,0.097395,0.168941,0.245033,0.336401,0.445169,0.570535,0.7128,0.865635,1.028039,1.199028,1.37685,1.559864,Acoustic N Chile
2009,0.097423,0.16108,0.250222,0.343283,0.450529,0.573774,0.712032,0.865514,1.027866,1.19812,1.375356,1.557915,Acoustic N Chile
2010,0.097449,0.158079,0.238495,0.3438,0.451983,0.573017,0.708541,0.857483,1.02003,1.189858,1.366062,1.54781,Acoustic N Chile
2011,0.097464,0.16001,0.237926,0.335013,0.455914,0.578319,0.712018,0.85856,1.016852,1.18711,1.363075,1.543932,Acoustic N Chile
2012,0.097421,0.16744,0.249321,0.345884,0.460416,0.597225,0.733796,0.879819,1.03682,1.203737,1.380859,1.562029,Acoustic N Chile
2013,0.097389,0.17535800000000001,0.266912,0.36956,0.485553,0.617802,0.770388,0.920685,1.078357,1.244964,1.419526,1.602444,Acoustic N Chile
2014,0.097381,0.187437,0.290287,0.405835,0.530933,0.667396,0.817874,0.98632,1.150076,1.318846,1.494287,1.675546,Acoustic N Chile
2015,0.097396,0.167826,0.277347,0.398968,0.532078,0.67319,0.823914,0.986799,1.165773,1.338212,1.513893,1.694572,Acoustic N Chile
2016,0.097365,0.158028,0.245211,0.370889,0.507626,0.654519,0.807905,0.969308,1.141255,1.327703,1.506089,1.686279,Acoustic N Chile
2017,0.097405,0.164658,0.243914,0.349028,0.491481,0.643515,0.804032,0.96927,1.140729,1.320971,1.514019,1.69741,Acoustic N Chile
2018,0.097413,0.147176,0.228181,0.320699,0.438221,0.591989,0.754099,0.923381,1.096057,1.273652,1.458775,1.655526,Acoustic N Chile
2019,0.097424,0.150889,0.215428,0.310682,0.416532,0.546211,0.710805,0.882333,1.059607,1.238875,1.421715,1.610816,Acoustic N Chile
2020,0.097419,0.150706,0.218894,0.297629,0.406167,0.52413,0.664595,0.838573,1.018064,1.201906,1.3864,1.573203,Acoustic N Chile
2021,0.097408,0.165292,0.237332,0.323606,0.419262,0.54323,0.674932,0.827351,1.011473,1.19933,1.38983,1.579372,Acoustic N Chile
2022,0.097405,0.163027,0.249042,0.338567,0.4412,0.551773,0.689024,0.832284,0.99451,1.186719,1.381014,1.576394,Acoustic N Chile
2023,0.097408,0.162756,0.246434,0.349863,0.45568,0.573168,0.696972,0.845732,0.998759,1.16904,1.36766,1.566814,Acoustic N Chile
2024,0.097408,0.162759,0.246163,0.347255,0.466976,0.587649,0.718367,0.853679,1.012207,1.173289,1.34998,1.553461,Acoustic N Chile
1979,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1980,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1981,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1982,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1983,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1984,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1985,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1986,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1987,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1988,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1989,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1990,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1991,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1992,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1993,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1994,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1995,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1996,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1997,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1998,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1999,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2000,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2001,0.09273487,0.1159569,0.2557574,0.2837557,0.3450714,0.4557244,0.5412943,0.7667197,0.7473898,0.9855534,1.017047,1.227367,Acoustic SC Chile data
2002,0.168107,0.1542732,0.2048361,0.2678992,0.4066618,0.49404,0.5524016,0.7062061,0.8925434,1.159295,1.253547,1.106759,Acoustic SC Chile data
2003,0.1979971,0.19619,0.2288886,0.2877805,0.3716487,0.516257,0.6611735,0.7055497,0.833299,0.7927114,1.635673,1.436467,Acoustic SC Chile data
2004,0.186807,0.1951427,0.2454678,0.3083617,0.4015063,0.4787139,0.5697307,0.7136407,0.7707582,0.8361359,1.549615,1.179069,Acoustic SC Chile data
2005,0.1944596,0.2088189,0.2487416,0.27944,0.3628629,0.4715555,0.6003376,0.8185494,0.9121641,1.24266,0.9965643,1.44474,Acoustic SC Chile data
2006,0.06212132,0.2331852,0.2857881,0.3230713,0.3798526,0.4730543,0.5638053,0.6875966,0.8341199,0.8415965,1.056659,1.148588,Acoustic SC Chile data
2007,0.06212132,0.1787751,0.3719255,0.3982995,0.4649542,0.5392459,0.6420699,0.7831152,0.8665222,1.035691,1.117162,1.504877,Acoustic SC Chile data
2008,0.06212132,0.1787751,0.2595086,0.3924095,0.4340323,0.5086302,0.6020903,0.6712577,0.8891552,1.031735,1.146654,1.361558,Acoustic SC Chile data
2009,0.06212132,0.1787751,0.2595086,0.3218395,0.4459439,0.523247,0.5819972,0.6930168,0.7564589,0.8813735,0.9964425,1.14535,Acoustic SC Chile data
2010,0.06212132,0.154489,0.2983427,0.3507586,0.4687181,0.5576515,0.6325547,0.7460964,0.8491037,1.005062,1.114798,1.324157,Acoustic SC Chile data
2011,0.06212132,0.1787751,0.2595086,0.3218395,0.5867529,0.6118471,0.7063495,0.7791359,0.8812782,1.097615,1.266543,1.349362,Acoustic SC Chile data
2012,0.06212132,0.1794445,0.4795688,0.6339113,0.6446183,0.7588644,0.930316,1.208663,1.529729,1.756435,1.397407,1.534117,Acoustic SC Chile data
2013,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2014,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2015,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2016,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2017,0.06212132,0.21773,0.2464159,0.3389599,0.4431075,0.4735709,0.5349669,0.8416454,1.102663,1.351858,1.969963,1.534117,Acoustic SC Chile data
2018,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2019,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2020,0.06212132,0.1787751,0.2595086,0.693518,0.6053716,0.7866265,0.7660523,0.9809142,1.009847,1.083494,1.172474,2.134452,Acoustic SC Chile data
2021,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
2022,0.09994268,0.182079,0.2788405,0.3715603,0.4543645,0.5463592,0.6346528,0.7930076,0.9196452,1.078658,1.263611,1.387927,Acoustic SC Chile data
1970,0.142475,0.201602,0.27231,0.354589,0.448259,0.553013,0.668433,0.79402,0.929213,1.073403,1.225951,1.386197,Acoustic SC Chile
1971,0.142478,0.203748,0.274877,0.357575,0.45166,0.556815,0.672623,0.798579,0.934121,1.078638,1.231489,1.392014,Acoustic SC Chile
1972,0.142478,0.203727,0.276994,0.360108,0.454608,0.560173,0.676378,0.802717,0.938624,1.083486,1.236661,1.397486,Acoustic SC Chile
1973,0.142475,0.203661,0.276895,0.362135,0.457038,0.563005,0.679608,0.806334,0.942613,1.08783,1.24134,1.40248,Acoustic SC Chile
1974,0.142475,0.202847,0.275859,0.360906,0.457778,0.563997,0.680856,0.80784,0.944374,1.08984,1.24359,1.404961,Acoustic SC Chile
1975,0.142477,0.2017,0.273674,0.358275,0.454733,0.562706,0.679609,0.806653,0.943258,1.088805,1.242642,1.404104,Acoustic SC Chile
1976,0.142482,0.200886,0.271551,0.354955,0.45081,0.558217,0.676727,0.803675,0.940207,1.085701,1.239504,1.400946,Acoustic SC Chile
1977,0.142483,0.20114,0.271035,0.353178,0.447884,0.554734,0.672723,0.801321,0.937797,1.083256,1.237041,1.398481,Acoustic SC Chile
1978,0.142481,0.201795,0.272071,0.353573,0.447144,0.552968,0.670518,0.798706,0.93694,1.082442,1.236285,1.397792,Acoustic SC Chile
1979,0.142477,0.202188,0.273199,0.355158,0.448164,0.552927,0.669521,0.797339,0.935227,1.082547,1.236489,1.398105,Acoustic SC Chile
1980,0.142477,0.20199,0.273358,0.356014,0.44944,0.553601,0.6691,0.795929,0.933415,1.08036,1.236091,1.397781,Acoustic SC Chile
1981,0.142477,0.201939,0.273099,0.356103,0.450216,0.554788,0.669675,0.7954,0.931888,1.078423,1.233772,1.397245,Acoustic SC Chile
1982,0.142478,0.201929,0.273036,0.35583,0.450289,0.555545,0.670842,0.795953,0.931336,1.076871,1.231809,1.3948989999999999,Acoustic SC Chile
1983,0.142478,0.201915,0.27301,0.355748,0.449994,0.555594,0.671574,0.797092,0.931859,1.076286,1.230223,1.3929,Acoustic SC Chile
1984,0.142478,0.201903,0.272982,0.355705,0.449893,0.555278,0.671598,0.797797,0.932969,1.076779,1.229606,1.39128,Acoustic SC Chile
1985,0.142478,0.201893,0.272957,0.355662,0.449833,0.555158,0.671261,0.797799,0.93365,1.077863,1.230072,1.390634,Acoustic SC Chile
1986,0.142478,0.201901,0.272957,0.355649,0.449804,0.555114,0.671159,0.797481,0.933672,1.078566,1.231179,1.391124,Acoustic SC Chile
1987,0.142477,0.201906,0.272972,0.355657,0.4498,0.555094,0.671124,0.797389,0.933366,1.078601,1.231895,1.392245,Acoustic SC Chile
1988,0.142478,0.201894,0.272962,0.355655,0.449788,0.555068,0.671081,0.797329,0.933246,1.078265,1.231898,1.392928,Acoustic SC Chile
1989,0.142478,0.201905,0.272963,0.35566,0.449803,0.555075,0.671076,0.797308,0.933211,1.078172,1.23159,1.392961,Acoustic SC Chile
1990,0.142477,0.202134,0.273247,0.355978,0.450169,0.555494,0.671528,0.797787,0.933711,1.078692,1.232085,1.39327,Acoustic SC Chile
1991,0.142469,0.202293,0.273668,0.356485,0.450742,0.556145,0.672261,0.798581,0.934558,1.079584,1.23302,1.3942,Acoustic SC Chile
1992,0.142481,0.200992,0.272281,0.355107,0.449201,0.554427,0.670388,0.796568,0.932396,1.077278,1.230577,1.391632,Acoustic SC Chile
1993,0.142487,0.201122,0.271121,0.353884,0.448009,0.553095,0.6689,0.794945,0.930651,1.075402,1.228574,1.389507,Acoustic SC Chile
1994,0.142489,0.201875,0.272144,0.353763,0.447969,0.553226,0.669025,0.795043,0.930736,1.075479,1.228625,1.389528,Acoustic SC Chile
1995,0.142461,0.203674,0.275046,0.357287,0.450695,0.55637,0.672664,0.798985,0.934943,1.079947,1.233338,1.39445,Acoustic SC Chile
1996,0.142481,0.201354,0.274104,0.356999,0.450588,0.555035,0.671334,0.797756,0.933644,1.078564,1.231892,1.392951,Acoustic SC Chile
1997,0.142466,0.202706,0.273377,0.357911,0.452411,0.557288,0.6726,0.799255,0.935462,1.080515,1.233947,1.395116,Acoustic SC Chile
1998,0.142476,0.201475,0.273275,0.355492,0.451397,0.556957,0.672479,0.797939,0.934181,1.079366,1.23276,1.393875,Acoustic SC Chile
1999,0.142447,0.20154,0.272109,0.355467,0.449064,0.55604,0.672255,0.797934,0.932989,1.078219,1.231753,1.392837,Acoustic SC Chile
2000,0.142438,0.19508,0.264484,0.345352,0.438851,0.542314,0.658784,0.784051,0.918281,1.061345,1.214015,1.374402,Acoustic SC Chile
2001,0.14242,0.185011,0.245993,0.323728,0.412799,0.514278,0.625422,0.749213,0.881396,1.022105,1.171187,1.329399,Acoustic SC Chile
2002,0.142435,0.193517,0.246118,0.317099,0.404679,0.503328,0.614025,0.733955,0.866048,1.006007,1.153938,1.309672,Acoustic SC Chile
2003,0.142485,0.19309,0.254095,0.316608,0.397349,0.494424,0.602211,0.721619,0.849779,0.98958,1.136698,1.291224,Acoustic SC Chile
2004,0.14251,0.191416,0.251606,0.322185,0.394127,0.484039,0.589941,0.706143,0.833499,0.969105,1.115822,1.269311,Acoustic SC Chile
2005,0.142542,0.193841,0.252802,0.323037,0.403507,0.48507,0.584242,0.698971,0.823512,0.95868,1.101541,1.254942,Acoustic SC Chile
2006,0.14245,0.19983,0.262351,0.332523,0.413796,0.505004,0.596901,0.705925,0.829961,0.96322,1.106485,1.256805,Acoustic SC Chile
2007,0.142511,0.211084,0.281909,0.35786,0.441256,0.535394,0.638984,0.742684,0.862858,0.997338,1.140298,1.292499,Acoustic SC Chile
2008,0.142449,0.195459,0.274404,0.355589,0.441743,0.535063,0.638753,0.751448,0.86375,0.991981,1.133945,1.283799,Acoustic SC Chile
2009,0.142472,0.193889,0.256976,0.345986,0.437083,0.532879,0.635479,0.748014,0.869066,0.989196,1.124698,1.27336,Acoustic SC Chile
2010,0.14246,0.214023,0.279456,0.356544,0.459341,0.56385,0.672553,0.787457,0.911617,1.043557,1.1738,1.318618,Acoustic SC Chile
2011,0.142437,0.226991,0.315113,0.397087,0.490462,0.609103,0.728862,0.852101,0.980738,1.117761,1.261649,1.402898,Acoustic SC Chile
2012,0.142523,0.255109,0.361735,0.471904,0.575588,0.690082,0.82905,0.968184,1.109728,1.255511,1.408459,1.567017,Acoustic SC Chile
2013,0.142494,0.175792,0.294895,0.408031,0.52461,0.63453,0.755026,0.899715,1.044253,1.19086,1.341345,1.498626,Acoustic SC Chile
2014,0.142456,0.190283,0.232943,0.361397,0.483741,0.609278,0.727818,0.856533,1.008985,1.160796,1.314157,1.470865,Acoustic SC Chile
2015,0.14247,0.198801,0.257665,0.31135,0.45066,0.583565,0.719267,0.847497,0.985365,1.146391,1.306166,1.466863,Acoustic SC Chile
2016,0.142486,0.201632,0.269551,0.339992,0.405076,0.555476,0.699054,0.844929,0.98277,1.129641,1.29903,1.466507,Acoustic SC Chile
2017,0.142544,0.202546,0.273457,0.353129,0.435142,0.511483,0.672718,0.826624,0.982256,1.129237,1.284597,1.461805,Acoustic SC Chile
2018,0.142437,0.207967,0.280784,0.364497,0.456774,0.55105,0.639194,0.811679,0.976214,1.141801,1.29803,1.461907,Acoustic SC Chile
2019,0.142467,0.208725,0.287241,0.373029,0.469515,0.574218,0.680452,0.779995,0.963249,1.137871,1.312829,1.477687,Acoustic SC Chile
2020,0.142483,0.242355,0.328181,0.426243,0.531278,0.646486,0.769209,0.89262,1.008391,1.206846,1.395586,1.583549,Acoustic SC Chile
2021,0.142474,0.183509,0.291418,0.385272,0.491239,0.603963,0.726573,0.856351,0.986427,1.108441,1.312695,1.506777,Acoustic SC Chile
2022,0.142475,0.195283,0.246664,0.364906,0.468935,0.5848,0.707052,0.838743,0.9771,1.115213,1.244691,1.45582,Acoustic SC Chile
2023,0.142479,0.20353,0.268298,0.331626,0.461633,0.577106,0.703986,0.836737,0.978347,1.125995,1.272738,1.410165,Acoustic SC Chile
2024,0.142479,0.203534,0.276545,0.353261,0.428353,0.569804,0.696292,0.833671,0.976341,1.127241,1.283519,1.438211,Acoustic SC Chile
